,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,avg_2bhk_rent,dist_from_city,sqft
696,696,Super built-up  Area,18-Apr,Sadaramangala,2 BHK,,1230,2.0,,43.48,,,2
697,697,Plot  Area,17-Aug,Anjanapura,3 Bedroom,,1500,3.0,1.0,139.0,,18.2,3
698,698,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,985,2.0,1.0,40.39,,18.4,2
699,699,Plot  Area,Ready To Move,Tindlu,3 Bedroom,Hentye ,1500,2.0,1.0,87.0,,16.2,3
700,700,Built-up  Area,18-Dec,Electronic City,2 BHK,,1125,2.0,1.0,32.49,,18.1,2
701,701,Built-up  Area,Ready To Move,Maruthi Sevanagar,2 BHK,SMikaay,950,2.0,1.0,44.0,,5.1,2
702,702,Super built-up  Area,18-Dec,JP Nagar,5 BHK,Pehtsa ,4400 - 6800,,,548.5,,9.9,5
703,703,Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1580,3.0,3.0,76.0,16375.0,11.8,3
704,704,Plot  Area,Ready To Move,B Narayanapura,3 Bedroom,,1092,2.0,1.0,98.5,,10.1,3
705,705,Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,28.34,11500.0,19.3,2
706,706,Built-up  Area,19-Mar,Hennur Road,3 Bedroom,,2264,3.0,1.0,159.0,,14.4,3
707,707,Super built-up  Area,19-Aug,Dommasandra,3 BHK,,1033,2.0,2.0,25.53,,23.5,3
708,708,Super built-up  Area,18-Apr,Kammasandra,2 BHK,Prony S,810,2.0,2.0,24.5,,21.2,2
709,709,Super built-up  Area,Ready To Move,Green Garden Layout,2 BHK,PaisePa,1045,2.0,0.0,45.0,,,2
710,710,Super built-up  Area,18-Sep,Hebbal,2 BHK,Arcia S,1337,2.0,1.0,82.0,17340.0,11.1,2
711,711,Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1200,2.0,2.0,32.0,11714.0,24.0,2
712,712,Super built-up  Area,Ready To Move,Koramangala,3 BHK,TealeRo,1580,3.0,2.0,160.0,2117.0,8.3,3
713,713,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,54.0,,10.8,3
714,714,Super built-up  Area,18-Sep,Whitefield,3 BHK,Umods W,1640,4.0,2.0,91.0,14981.0,17.3,3
715,715,Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,SSarlPe,1570,3.0,2.0,62.0,,,3
716,716,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1470,2.0,2.0,82.0,,15.4,3
717,717,Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1160,2.0,2.0,40.61,12000.0,22.5,2
718,718,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,71.0,,11.0,2
719,719,Super built-up  Area,20-Jun,Dairy Circle,3 BHK,Soeurri,1855,3.0,1.0,225.0,,6.9,3
720,720,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2.0,1.0,90.0,,18.8,3
721,721,Built-up  Area,Ready To Move,Hulimavu,3 BHK,,1823,3.0,2.0,100.0,11000.0,15.0,3
722,722,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1094,2.0,2.0,42.0,,18.1,2
723,723,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,57.0,,30.9,2
724,724,Built-up  Area,Ready To Move,Hoysalanagar,3 BHK,PNncysi,1325,3.0,1.0,57.0,,10.3,3
725,725,Plot  Area,Ready To Move,Parappana Agrahara,4 Bedroom,,1200,3.0,2.0,85.0,,14.6,4
726,726,Built-up  Area,Ready To Move,Jakkur,3 BHK,Socon Z,1590,2.0,2.0,125.0,18636.0,12.9,3
727,727,Plot  Area,Ready To Move,Jeevan bima nagar,5 Bedroom,,1210,4.0,2.0,160.0,,6.9,5
728,728,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4 Bedroom,,1200,4.0,0.0,220.0,,15.3,4
729,729,Super built-up  Area,Ready To Move,Narayana Nagar 1st Block,2 BHK,Krite D,1202,2.0,1.0,48.0,,,2
730,730,Built-up  Area,Ready To Move,Haralur Road,2 BHK,,1202,2.0,1.0,53.0,,14.9,2
731,731,Super built-up  Area,Ready To Move,KSRTC Layout,2 BHK,Srisei ,1200,2.0,3.0,62.5,,,2
732,732,Super built-up  Area,18-Feb,Panathur,3 BHK,Prcesvy,1688,3.0,1.0,118.0,16000.0,14.2,3
733,733,Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Soestrn,1020,2.0,1.0,52.0,,8.9,2
734,734,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1185,2.0,2.0,47.0,45000.0,17.2,2
735,735,Super built-up  Area,17-Oct,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,52.04,19867.0,15.4,2
736,736,Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3205,5.0,1.0,500.0,14000.0,13.4,4
737,737,Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1077,2.0,2.0,37.64,15107.0,11.2,2
738,738,Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,MB-laan,1415,2.0,3.0,66.0,15000.0,16.9,3
739,739,Super built-up  Area,18-Apr,EPIP Zone,3 BHK,BrontLa,2330,3.0,2.0,162.0,,14.6,3
740,740,Super built-up  Area,Ready To Move,Whitefield,2 BHK,JahanSa,805,2.0,2.0,35.0,14981.0,17.3,2
741,741,Built-up  Area,Ready To Move,P&T Colony,1 BHK,,425,1.0,0.0,20.03,,,1
742,742,Super built-up  Area,Ready To Move,Whitefield,2 BHK,DNlleks,1155,2.0,3.0,59.95,14981.0,17.3,2
743,743,Super built-up  Area,Ready To Move,Cunningham Road,4 BHK,,5270,4.0,3.0,1250.0,,4.3,4
744,744,Super built-up  Area,Ready To Move,Anekal,2 BHK,,656,2.0,1.0,22.0,,34.2,2
745,745,Built-up  Area,Ready To Move,New Gurappana Palya,2 BHK,Alncy R,1100,2.0,0.0,48.0,,8.1,2
746,746,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,,1150,2.0,3.0,52.0,,10.3,2
747,747,Plot  Area,Ready To Move,Chelekare,1 Bedroom,,600,1.0,1.0,60.0,,9.0,1
748,748,Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1468,2.0,1.0,140.0,,18.4,2
749,749,Plot  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,4300,5.0,2.0,550.0,,,4
750,750,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2280,4.0,2.0,126.0,14981.0,17.3,3
751,751,Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Soiniy ,1341,2.0,1.0,97.0,,13.7,2
752,752,Super built-up  Area,Ready To Move,Jakkur,2 BHK,,1279,2.0,1.0,77.0,18636.0,12.9,2
753,753,Super built-up  Area,18-Dec,Electronic City Phase II,4 BHK,SNbay G,2225,4.0,0.0,98.88,11500.0,19.3,4
754,754,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,43.51,13500.0,11.5,2
755,755,Super built-up  Area,Ready To Move,Vadarpalya,3 BHK,VMianri,1750,3.0,2.0,85.0,,,3
756,756,Super built-up  Area,Ready To Move,Kudlu,2 BHK,GKityel,1152,2.0,1.0,53.5,12500.0,13.4,2
757,757,Plot  Area,Ready To Move,Shivanagar,5 Bedroom,,1000,4.0,1.0,160.0,,,5
758,758,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Jaise P,1300,2.0,3.0,36.0,11000.0,15.0,2
759,759,Plot  Area,18-Nov,Varthur Road,4 Bedroom,,2760,4.0,2.0,155.0,,12.2,4
760,760,Super built-up  Area,18-Aug,5th Phase JP Nagar,2 BHK,,1070,2.0,2.0,39.0,,10.9,2
761,761,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Siayayo,1101,2.0,0.0,45.0,19750.0,12.9,2
762,762,Super built-up  Area,Ready To Move,V.V Puram,2 BHK,,775,2.0,1.0,55.0,,,2
763,763,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,667,1.0,1.0,36.85,,13.4,1
764,764,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,55.0,,18.1,2
765,765,Built-up  Area,Ready To Move,Old Airport Road,3 BHK,Trnce A,1875,2.0,2.0,110.0,,9.9,3
766,766,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,735,2.0,1.0,57.99,,17.4,2
767,767,Plot  Area,Ready To Move,Sarjapur,5 Bedroom,,4360,4.0,1.0,90.0,45000.0,17.2,5
768,768,Super built-up  Area,Ready To Move,Koramangala,3 BHK,,1750,3.0,2.0,130.0,2117.0,8.3,3
769,769,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,PuilaMi,1215,2.0,1.0,67.0,16620.0,10.9,2
770,770,Plot  Area,Ready To Move,Sector 3 HSR Layout,9 Bedroom,,600,9.0,3.0,190.0,,,9
771,771,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,Prodsth,820,2.0,1.0,30.0,,12.0,2
772,772,Super built-up  Area,20-Dec,Banashankari Stage VI,2 BHK,Brens7 ,1160 - 1195,2.0,0.0,59.935,,14.9,2
773,773,Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1779,3.0,2.0,89.61,13389.0,12.9,3
774,774,Built-up  Area,Ready To Move,HMT Layout,2 BHK,HMRWAyo,1105,2.0,2.0,58.0,,11.5,2
775,775,Built-up  Area,Ready To Move,Basavanagara,1 BHK,,1000Sq. Meter,2.0,1.0,93.0,,10.3,1
776,776,Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKkente,1650,3.0,2.0,60.0,14981.0,17.3,3
777,777,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1694,2.0,2.0,150.0,11000.0,16.6,2
778,778,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2376,3.0,1.0,203.0,14000.0,13.4,3
779,779,Super built-up  Area,Ready To Move,Cox Town,3 BHK,,1975,3.0,3.0,150.0,,4.8,3
780,780,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Icingpy,674,2.0,1.0,33.0,,21.2,2
781,781,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,SLireap,1185,2.0,1.0,41.0,1756.0,8.9,2
782,782,Super built-up  Area,Ready To Move, Thanisandra,1 RK,Bhmesy ,445,1.0,0.0,28.0,,,1
783,783,Built-up  Area,Ready To Move,Mylasandra,6 Bedroom,VaitySe,900,7.0,,76.0,,15.2,6
784,784,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,,1475,3.0,2.0,75.0,20521.0,10.5,3
785,785,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Sklls C,1618,3.0,3.0,82.5,11000.0,15.2,3
786,786,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Vaanda ,1120,2.0,0.0,65.0,2117.0,8.3,2
787,787,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,Sutte C,2181,3.0,2.0,152.0,16620.0,10.9,4
788,788,Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,,1200,4.0,0.0,90.0,9675.0,18.0,4
789,789,Plot  Area,Ready To Move,Nagondanahalli,6 Bedroom,,600,4.0,3.0,65.0,,19.0,6
790,790,Super built-up  Area,18-Oct,Bannerghatta Road,3 BHK,DSnjh S,1556,2.0,1.0,59.13,,18.8,3
791,791,Super built-up  Area,19-Feb,Bannerghatta Road,2 BHK,Hiatei ,1179,2.0,1.0,66.02,,18.8,2
792,792,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1296,2.0,2.0,83.0,13500.0,11.5,2
793,793,Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,VSomepi,1275,2.0,2.0,52.0,1756.0,8.9,2
794,794,Built-up  Area,Ready To Move,Kalasipalya,7 Bedroom,,1875,2.0,2.0,300.0,,,7
795,795,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1400,2.0,2.0,77.0,,9.6,3
796,796,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1222,2.0,1.0,63.0,11000.0,15.2,2
797,797,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,940,2.0,1.0,41.0,,18.1,2
798,798,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,42.6,13500.0,11.5,2
799,799,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Soite E,1779,3.0,2.0,112.0,,20.9,3
800,800,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1615,3.0,2.0,59.76,,10.8,3
801,801,Super built-up  Area,18-Dec,JP Nagar,4 BHK,Pehtsa ,4000 - 5249,,,453.0,,9.9,4
802,802,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Zostaa ,1056,2.0,1.0,61.0,,14.9,2
803,803,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2.0,0.0,46.0,,11.0,2
804,804,Built-up  Area,Ready To Move,Arekere,2 BHK,Prdowth,920,2.0,1.0,40.0,,11.6,2
805,805,Super built-up  Area,Ready To Move,ITI Layout,3 BHK,BMityre,1602,2.0,0.0,75.0,,10.9,3
806,806,Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,1176,2.0,0.0,62.0,,11.3,2
807,807,Plot  Area,Ready To Move,HBR Layout,4 Bedroom,,675,3.0,1.0,59.0,22050.0,8.8,4
808,808,Super built-up  Area,Ready To Move,Richmond Town,3 BHK,,1352,3.0,0.0,135.0,43500.0,2.4,3
809,809,Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1717,3.0,3.0,99.0,,15.0,3
810,810,Plot  Area,18-Apr,4 Bedroom Farm House in Bagalur,4 Bedroom,,10961,4.0,1.0,80.0,,,4
811,811,Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,111.0,,15.3,4
812,812,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.3,,17.5,2
813,813,Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1141,2.0,1.0,42.79,,12.4,2
814,814,Built-up  Area,Ready To Move,Hennur Road,2 BHK,,1157,2.0,1.0,84.0,,14.4,2
815,815,Super built-up  Area,18-Aug,Chandapura,2 BHK,SuVue S,1025,2.0,2.0,27.68,11714.0,24.0,2
816,816,Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,650,1.0,2.0,33.0,15250.0,21.5,1
817,817,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.0,17340.0,11.1,2
818,818,Super built-up  Area,Ready To Move,Narayanapura,3 BHK,Veodsar,1566,3.0,1.0,83.3,,13.2,3
819,819,Super built-up  Area,Ready To Move,Sahakara Nagar,4 BHK,OsrdsOr,2830,3.0,3.0,195.0,,13.3,4
820,820,Built-up  Area,18-Dec,Electronic City,3 BHK,,1320,2.0,1.0,38.13,,18.1,3
821,821,Super built-up  Area,18-Nov,manyata park,3 BHK,,1780,3.0,1.0,84.83,,,3
822,822,Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1091,2.0,1.0,34.9,9483.0,17.4,2
823,823,Super built-up  Area,Ready To Move,Rachenahalli,4 BHK,Leino C,3670,4.0,3.0,300.0,,13.0,4
824,824,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,918,2.0,1.0,50.49,,11.0,2
825,825,Super built-up  Area,20-Dec,Yeshwanthpur,4 BHK,Detat H,1950,4.0,0.0,130.0,,13.4,4
826,826,Super built-up  Area,Ready To Move,Panathur,3 BHK,,1695,3.0,1.0,90.0,16000.0,14.2,3
827,827,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Shana S,1705,3.0,2.0,95.0,8500.0,20.8,3
828,828,Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,Disical,1375,3.0,2.0,75.0,,8.7,3
829,829,Super built-up  Area,21-Oct,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0,,26.5,1
830,830,Built-up  Area,20-Dec,Whitefield,2 BHK,,1447,2.0,1.0,83.0,14981.0,17.3,2
831,831,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1114,2.0,1.0,39.0,13500.0,11.5,2
832,832,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brsiaen,1450,2.0,1.0,100.0,,11.0,3
833,833,Super built-up  Area,Ready To Move,Belathur,2 BHK,,460,1.0,0.0,15.0,,17.4,2
834,834,Built-up  Area,Ready To Move,Vasanthapura,2 BHK,,1022,2.0,2.0,40.0,,14.0,2
835,835,Built-up  Area,Ready To Move,Hebbal,2 BHK,Ratlet ,1000,2.0,2.0,45.0,17340.0,11.1,2
836,836,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,68.75,,18.1,2
837,837,Super built-up  Area,18-May,Kanakpura Road,2 BHK,Wiowsri,1180,2.0,2.0,57.0,,26.5,2
838,838,Built-up  Area,Ready To Move,TC Palaya,6 Bedroom,,1000,6.0,1.0,69.0,,12.2,6
839,839,Plot  Area,Ready To Move,Nagarbhavi,2 Bedroom,,1200,2.0,1.0,150.0,16334.0,17.0,2
840,840,Super built-up  Area,Ready To Move,Sadashiva Nagar,3 BHK,,3761,3.0,2.0,660.0,,6.7,3
841,841,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,3.0,75.0,,26.5,2
842,842,Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,,1400,2.0,3.0,55.0,,11.5,3
843,843,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1040,2.0,1.0,39.52,,11.0,2
844,844,Super built-up  Area,Ready To Move,Kadugodi,2 BHK,,1198,2.0,2.0,58.0,12250.0,18.7,2
845,845,Plot  Area,Ready To Move,Shirdi Sai Layout,4 Bedroom,,1200,3.0,,95.0,,,4
846,846,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,113.0,,17.2,3
847,847,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,3.0,2.0,36.0,,38.4,3
848,848,Super built-up  Area,18-Jun,1st Block Jayanagar,3 BHK,,1630,3.0,2.0,194.0,,6.0,3
849,849,Super built-up  Area,18-Jun,8th Phase JP Nagar,3 BHK,,1240,3.0,2.0,43.5,,14.5,3
850,850,Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115 - 1130,2.0,0.0,58.935,,18.8,2
851,851,Super built-up  Area,Ready To Move,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,86.58,,18.4,3
852,852,Built-up  Area,Ready To Move,Marathahalli,3 BHK,Bintsee,2489,3.0,,94.0,16620.0,10.9,3
853,853,Built-up  Area,Ready To Move,Brookefield,2 BHK,Mapleer,1142,2.0,2.0,70.0,21250.0,15.1,2
854,854,Super built-up  Area,Ready To Move,Kodbisanhalli,3 BHK,Diacee ,1976,3.0,1.0,184.0,,11.1,3
855,855,Plot  Area,Ready To Move,Sathya Sai Layout,4 Bedroom,Prowshi,5500,4.0,,600.0,,18.0,4
856,856,Super built-up  Area,Ready To Move,Kothannur,3 BHK,,1853,3.0,2.0,82.0,,11.8,3
857,857,Plot  Area,Ready To Move,Vijayanagar,8 Bedroom,,600,4.0,1.0,72.0,18125.0,11.1,8
858,858,Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1567,2.0,2.0,92.0,21278.0,8.6,2
859,859,Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,,1090,2.0,1.0,27.24,21711.0,17.1,2
860,860,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,6 Bedroom,,1200,4.0,2.0,125.0,,15.3,6
861,861,Plot  Area,Ready To Move,Indiranagar HAL 2nd Stage,4 Bedroom,,2400,4.0,1.0,640.0,,,4
862,862,Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shitt S,1175,2.0,2.0,51.47,,20.3,2
863,863,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,DSagax ,1200,2.0,2.0,52.0,13250.0,16.0,2
864,864,Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Prs 2hi,995,2.0,1.0,41.0,,11.3,2
865,865,Super built-up  Area,Ready To Move,Magadi Road,2 BHK,Vrenty ,884,2.0,1.0,41.1,,21.7,2
866,866,Plot  Area,Ready To Move,Vishwanatha Nagenahalli,5 Bedroom,,900,3.0,2.0,80.0,,12.0,5
867,867,Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1170,2.0,2.0,57.0,,13.4,2
868,868,Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1225,2.0,1.0,46.55,,11.9,2
869,869,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1342,2.0,1.0,73.3,,18.1,2
870,870,Built-up  Area,19-Dec,Uttarahalli,2 BHK,,1345,2.0,1.0,67.0,19750.0,12.9,2
871,871,Built-up  Area,Ready To Move,Kodigehaali,3 BHK,Shyas S,1320,3.0,0.0,65.0,,15.8,3
872,872,Super built-up  Area,Ready To Move,Singapura Village,2 BHK,,1100Sq. Yards,2.0,,45.0,,17.6,2
873,873,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,1.0,49.39,,15.3,2
874,874,Super built-up  Area,Ready To Move,Battarahalli,2 BHK,Sancy L,1300,2.0,1.0,50.0,13389.0,12.9,2
875,875,Super built-up  Area,Ready To Move,Hosa Road,3 BHK,,1652,3.0,2.0,85.0,2283.0,15.7,3
876,876,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,142.0,,15.0,3
877,877,Built-up  Area,Ready To Move,Arekere,3 BHK,,1740,2.0,,95.0,,11.6,3
878,878,Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360,2.0,1.0,71.0,,18.1,3
879,879,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Sueneu ,1145,2.0,2.0,60.0,,19.0,3
880,880,Built-up  Area,Ready To Move,Uttarahalli,3 BHK,Laihai ,1540,2.0,0.0,40.0,19750.0,12.9,3
881,881,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1278,2.0,2.0,95.0,,17.2,2
882,882,Super built-up  Area,18-May,Electronic City Phase II,1 BHK,SNbay G,630,1.0,1.0,40.0,11500.0,19.3,1
883,883,Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,PrarePa,1100,3.0,2.0,58.0,,26.5,3
884,884,Plot  Area,Ready To Move,Bendiganahalli,3 Bedroom,Brersld,1200,3.0,0.0,95.0,,,3
885,885,Built-up  Area,Ready To Move,Hosakerehalli Layout,7 Bedroom,,2500,6.0,2.0,115.0,,,7
886,886,Super built-up  Area,18-Jun,Chandapura,1 BHK,SuVue S,520 - 645,1.0,0.0,15.135,11714.0,24.0,1
887,887,Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,25.88,11714.0,24.0,2
888,888,Built-up  Area,Ready To Move,Hosur Road,5 Bedroom,,3300,5.0,2.0,240.0,,19.0,5
889,889,Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,,4500,5.0,1.0,415.0,,10.9,5
890,890,Super built-up  Area,Ready To Move,Gunjur,3 BHK,,1356,2.0,3.0,66.0,16000.0,18.5,3
891,891,Super built-up  Area,Ready To Move,Hennagara,2 BHK,,823,2.0,1.0,28.0,,,2
892,892,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.0,,12.2,3
893,893,Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,,1050,2.0,0.0,37.0,14647.0,11.7,2
894,894,Super built-up  Area,Ready To Move,Ferrar Nagar,2 BHK,Leton A,1180,2.0,1.0,69.0,,,2
895,895,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2.0,3.0,51.91,14981.0,17.3,2
896,896,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1070,2.0,1.0,42.79,,11.0,2
897,897,Super built-up  Area,17-Mar,Varthur,2 BHK,Uptusol,1385,2.0,3.0,80.0,9483.0,17.4,2
898,898,Plot  Area,Ready To Move,Varthur,1 Bedroom,,1000,1.0,1.0,70.0,9483.0,17.4,1
899,899,Built-up  Area,18-Feb,Whitefield,3 BHK,,1897,3.0,2.0,130.0,14981.0,17.3,3
900,900,Super built-up  Area,18-Aug,Magadi Road,2 BHK,Vrenty ,1005,2.0,1.0,55.78,,21.7,2
901,901,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soinequ,1575,3.0,2.0,125.0,,16.9,3
902,902,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,975,2.0,1.0,65.0,13250.0,16.0,2
903,903,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1904,3.0,2.0,120.0,,14.4,3
904,904,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,,930,1.0,1.0,30.0,15000.0,16.9,1
905,905,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.0,,26.5,1
906,906,Super built-up  Area,Ready To Move,BAGUR,1 BHK,,686,1.0,1.0,17.0,,,1
907,907,Plot  Area,Ready To Move,Electronic City Phase II,2 Bedroom,Daosts ,2400,3.0,1.0,150.0,11500.0,19.3,2
908,908,Plot  Area,Ready To Move,8th block Koramangala,2 Bedroom,,1410,1.0,0.0,233.0,,5.4,2
909,909,Built-up  Area,18-Apr,Sarjapur  Road,3 Bedroom,,2238,3.0,1.0,140.0,,17.2,3
910,910,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,69.0,22500.0,16.1,2
911,911,Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,,3800,4.0,3.0,239.0,,13.5,4
912,912,Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2225,2.0,1.0,125.0,14981.0,17.3,3
913,913,Super built-up  Area,Ready To Move,M.G Road,2 BHK,SontsAp,1250,2.0,0.0,200.0,,,2
914,914,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,52.0,10740.0,27.7,2
915,915,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,,1250,2.0,3.0,52.0,,10.3,2
916,916,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maantr ,1800,3.0,,110.0,,17.2,3
917,917,Built-up  Area,Ready To Move,Marathahalli,2 BHK,Foodasa,1170,2.0,3.0,53.0,16620.0,10.9,2
918,918,Super built-up  Area,Ready To Move,Byatarayanapura,1 BHK,,1300,1.0,0.0,200.0,,14.3,1
919,919,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,793,2.0,1.0,45.0,,18.8,2
920,920,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3.0,2.0,107.0,18636.0,12.9,3
921,921,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082,2.0,1.0,57.5,,23.2,3
922,922,Super built-up  Area,18-Mar,Naganathapura,2 BHK,,1001,2.0,2.0,33.03,,15.0,2
923,923,Built-up  Area,Ready To Move,Srinivasa Nagar,4 Bedroom,,1500,4.0,,180.0,,9.6,4
